"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
36047019700,36,047,019700,82.7,3.0738,3
36047019800,36,047,019800,81.7,1.1864,2
36047019900,36,047,019900,79.9,1.8435,3
36047020000,36,047,020000,78.7,1.1551,2
36047020100,36,047,020100,81.2,1.8101,2
36047020200,36,047,020200,82.4,2.2672,3
36047020400,36,047,020400,83.1,1.9102,3
36047020500,36,047,020500,81.2,1.7033,2
36047020600,36,047,020600,83,1.6239,3
36047020700,36,047,020700,79,1.8002,3
36047020800,36,047,020800,85.7,2.9745,3
36047021000,36,047,021000,89.5,3.1697,3
36047021100,36,047,021100,79.2,2.0162,2
36047021200,36,047,021200,88.1,3.5735,3
36047021300,36,047,021300,77.3,1.5553,3
36047021400,36,047,021400,84,3.9725,3
36047021500,36,047,021500,82.3,3.6053,3
36047021600,36,047,021600,84.1,1.9968,3
36047021700,36,047,021700,86.2,3.4818,3
36047021800,36,047,021800,83.8,2.2143,3
36047021900,36,047,021900,79.7,1.9257,3
36047022000,36,047,022000,81.8,1.4932,3
36047022100,36,047,022100,78.6,1.4524,2
36047022200,36,047,022200,82.5,1.925,3
36047022400,36,047,022400,80.4,2.3988,3
36047022600,36,047,022600,82.1,3.2988,3
36047022700,36,047,022700,79.6,1.4712,2
36047022800,36,047,022800,76.2,1.5095,2
36047022900,36,047,022900,79.2,3.0022,3
36047023000,36,047,023000,79.3,2.1123,3
36047023100,36,047,023100,80.1,2.6684,3
36047023200,36,047,023200,85.6,2.5555,3
36047023300,36,047,023300,72.7,1.3182,3
36047023400,36,047,023400,85,1.9831,3
36047023500,36,047,023500,79.8,2.6587,2
36047023600,36,047,023600,81.7,1.4663,3
36047023800,36,047,023800,87,2.3559,3
36047024000,36,047,024000,80.5,1.6301,3
36047024100,36,047,024100,77.4,2.3954,3
36047024200,36,047,024200,91.9,3.5398,3
36047024300,36,047,024300,82.1,3.4441,3
36047024400,36,047,024400,81.7,1.7481,3
36047024500,36,047,024500,79.7,3.0513,3
36047024600,36,047,024600,81.8,2.1077,3
36047024700,36,047,024700,74.1,2.3091,3
36047024800,36,047,024800,82.4,2.1331,3
36047024900,36,047,024900,79.6,1.5269,2
36047025000,36,047,025000,78.7,1.4643,2
36047025100,36,047,025100,78.1,2.1775,3
36047025200,36,047,025200,83.1,1.9802,3
36047025300,36,047,025300,78.6,3.6569,3
36047025400,36,047,025400,88.5,3.2604,3
36047025500,36,047,025500,73.9,1.3568,3
36047025600,36,047,025600,85.6,2.9822,3
36047025700,36,047,025700,79.2,2.514,2
36047025800,36,047,025800,84.3,2.6493,3
36047025902,36,047,025902,75.6,2.1961,2
36047026000,36,047,026000,83,2.1233,3
36047026100,36,047,026100,75.4,1.6459,3
36047026200,36,047,026200,82.6,2.103,3
36047026300,36,047,026300,77.8,1.6457,2
36047026400,36,047,026400,83.9,2.4139,3
36047026500,36,047,026500,76.4,2.309,2
36047026600,36,047,026600,84.3,2.7438,3
36047026700,36,047,026700,75.4,1.6211,3
36047026800,36,047,026800,78.7,1.25,2
36047026900,36,047,026900,80.7,3.6799,3
36047027000,36,047,027000,85.9,2.4824,3
36047027100,36,047,027100,71.6,1.8513,3
36047027200,36,047,027200,79,1.4379,3
36047027300,36,047,027300,77.7,2.2631,3
36047027400,36,047,027400,85,2.505,3
36047027500,36,047,027500,82.1,2.8475,3
36047027600,36,047,027600,81.2,1.8839,3
36047027700,36,047,027700,75,2.0467,3
36047027800,36,047,027800,80,1.9953,3
36047027900,36,047,027900,78.3,2.2719,3
36047028000,36,047,028000,81.7,2.2736,3
36047028100,36,047,028100,74.7,2.9535,3
36047028200,36,047,028200,83,2.3364,3
36047028300,36,047,028300,75.6,1.8364,2
36047028400,36,047,028400,82,1.6936,3
36047028502,36,047,028502,75.6,1.3939,2
36047028600,36,047,028600,78.4,1.7302,3
36047028700,36,047,028700,79.3,3.149,3
36047028800,36,047,028800,81.5,2.4742,3
36047028900,36,047,028900,72.4,1.8155,3
36047029000,36,047,029000,83.1,1.4297,3
36047029100,36,047,029100,76.7,1.6915,2
36047029200,36,047,029200,80.8,2.0067,3
36047029300,36,047,029300,76.8,2.2765,3
36047029400,36,047,029400,77.2,2.0379,3
36047029500,36,047,029500,81.3,3.0224,3
36047029600,36,047,029600,82.1,1.8386,3
36047029700,36,047,029700,80,2.3313,3
36047029800,36,047,029800,82.6,3.2114,3
36047029900,36,047,029900,75.2,2.3986,3
36047030000,36,047,030000,84.1,2.0541,3
36047030100,36,047,030100,75.5,1.7702,2
36047030200,36,047,030200,84.6,2.0751,3
36047030300,36,047,030300,79.1,3.268,1
36047030400,36,047,030400,82.9,1.6232,3
36047030500,36,047,030500,79.6,1.3181,2
36047030600,36,047,030600,80.4,2.0357,3
36047030700,36,047,030700,73.7,2.2717,3
36047030800,36,047,030800,75.2,1.5288,3
36047030900,36,047,030900,73.8,3.2326,2
36047031100,36,047,031100,77.8,1.8551,2
36047031300,36,047,031300,80.2,2.9138,3
36047031400,36,047,031400,81.5,1.8316,3
36047031500,36,047,031500,78.1,2.1475,1
36047031701,36,047,031701,75.2,2.539,3
36047031702,36,047,031702,84.4,3.4645,3
36047031900,36,047,031900,81.4,2.22,3
36047032100,36,047,032100,81.1,2.7768,3
36047032300,36,047,032300,79.2,2.4751,3
36047032500,36,047,032500,76.7,1.2792,2
36047032600,36,047,032600,77.3,2.2054,3
36047032700,36,047,032700,77.8,1.4274,2
36047032800,36,047,032800,75.6,1.5599,3
36047032900,36,047,032900,80.4,2.0905,3
36047033000,36,047,033000,79.3,3.0595,3
36047033100,36,047,033100,81.8,2.3668,3
36047033300,36,047,033300,83.1,2.3947,3
36047033500,36,047,033500,82.3,2.3724,3
36047033600,36,047,033600,79.9,1.5728,3
36047033700,36,047,033700,82.3,2.7687,3
36047033900,36,047,033900,77.1,1.7443,3
36047034000,36,047,034000,74.7,3.1109,3
36047034100,36,047,034100,75.1,1.85,3
36047034200,36,047,034200,71.6,1.379,1
36047034300,36,047,034300,76.8,1.0578,2
36047034500,36,047,034500,80.9,2.6477,3
36047034700,36,047,034700,75.3,2.7462,3
36047034900,36,047,034900,79.5,2.0598,3
36047035000,36,047,035000,82.7,2.1464,3
36047035100,36,047,035100,79.8,2.9063,3
36047035300,36,047,035300,79.6,2.4792,3
36047035400,36,047,035400,81.8,0.9773,3
36047035500,36,047,035500,76.7,1.4715,2
36047035602,36,047,035602,80.5,1.2781,3
36047035700,36,047,035700,73.8,1.39,2
36047035900,36,047,035900,75.6,1.7962,1
36047036001,36,047,036001,82.3,1.3388,3
36047036002,36,047,036002,77.9,1.3561,3
36047036100,36,047,036100,72.9,2.5604,3
36047036200,36,047,036200,77,1.7385,3
36047036300,36,047,036300,77,1.6411,3
36047036400,36,047,036400,85.6,2.8611,3
36047036501,36,047,036501,71.4,1.8248,3
36047036502,36,047,036502,77.1,2.5543,2
36047036600,36,047,036600,78,1.3022,3
36047036900,36,047,036900,72.7,1.607,3
