"","Yelp_Cluster1","Yelp_Cluster2","Yelp_Cluster3","Yelp_Cluster4","Yelp_Cluster5","Yelp_Cluster6","Yelp_Cluster7","NTA Cluster"
"29",0.0193548387096774,0.219354838709677,0.290322580645161,0,0.154838709677419,0.0129032258064516,0.303225806451613,3
"30",0,0.236842105263158,0.105263157894737,0,0.368421052631579,0.0526315789473684,0.236842105263158,1
"31",0.0555555555555556,0.177777777777778,0.366666666666667,0,0.1,0.0777777777777778,0.222222222222222,2
"32",0.0206185567010309,0.257731958762887,0.247422680412371,0,0.206185567010309,0.0515463917525773,0.216494845360825,2
"33",0.0108695652173913,0.282608695652174,0.271739130434783,0,0.130434782608696,0.0434782608695652,0.260869565217391,2
"34",0,0,0.3,0,0.2,0,0.5,3
"35",0.0650684931506849,0.23972602739726,0.363013698630137,0.0102739726027397,0.0410958904109589,0.0582191780821918,0.222602739726027,2
"36",0.0202020202020202,0.121212121212121,0.242424242424242,0,0.232323232323232,0,0.383838383838384,3
"37",0.0141843971631206,0.184397163120567,0.361702127659574,0,0.099290780141844,0.0567375886524823,0.283687943262411,2
"38",0.00581395348837209,0.186046511627907,0.284883720930233,0,0.151162790697674,0.0116279069767442,0.36046511627907,3
"39",0.0103092783505155,0.134020618556701,0.278350515463918,0.0103092783505155,0.185567010309278,0.0103092783505155,0.371134020618557,3
"40",0,0.210526315789474,0.210526315789474,0,0.263157894736842,0,0.315789473684211,3
"41",0,0.151515151515152,0.0606060606060606,0,0.575757575757576,0,0.212121212121212,1
"42",0,0.194029850746269,0.0298507462686567,0,0.447761194029851,0,0.328358208955224,1
"43",0,0.166666666666667,0,0,0.5,0.0555555555555556,0.277777777777778,1
"44",0,0.0714285714285714,0,0,0.571428571428571,0,0.357142857142857,1
"45",0,0.166666666666667,0.166666666666667,0,0.242424242424242,0.106060606060606,0.318181818181818,3
"46",0.0161290322580645,0.137096774193548,0.387096774193548,0,0.153225806451613,0.0161290322580645,0.290322580645161,3
"47",0,0.135135135135135,0.108108108108108,0,0.486486486486487,0,0.27027027027027,1
"48",0,0.2,0,0,0.4,0,0.4,1
"49",0,0.146341463414634,0.0731707317073171,0,0.341463414634146,0,0.439024390243902,3
"50",0.0277777777777778,0.194444444444444,0.0555555555555556,0,0.416666666666667,0.0277777777777778,0.277777777777778,1
"51",0,0.386666666666667,0.133333333333333,0,0.266666666666667,0,0.213333333333333,2
"52",0.0192307692307692,0.201923076923077,0.201923076923077,0,0.240384615384615,0.0192307692307692,0.317307692307692,3
"53",0.0246913580246914,0.135802469135802,0.222222222222222,0,0.234567901234568,0,0.382716049382716,3
"54",0,0.241379310344828,0.206896551724138,0.0344827586206897,0.172413793103448,0,0.344827586206897,3
"55",0.036231884057971,0.289855072463768,0.210144927536232,0,0.239130434782609,0.0144927536231884,0.210144927536232,2
"56",0.0769230769230769,0.269230769230769,0.230769230769231,0.00961538461538462,0.221153846153846,0.0480769230769231,0.144230769230769,2
"57",0.0714285714285714,0.353383458646617,0.218045112781955,0.0037593984962406,0.165413533834586,0.056390977443609,0.131578947368421,2
"58",0.0881834215167548,0.27689594356261,0.225749559082892,0.017636684303351,0.109347442680776,0.119929453262787,0.162257495590829,2
"59",0.075187969924812,0.338345864661654,0.142857142857143,0,0.0676691729323308,0.210526315789474,0.165413533834586,2
"60",0.103365384615385,0.266826923076923,0.25,0.00961538461538462,0.129807692307692,0.100961538461538,0.139423076923077,2
"61",0.088597210828548,0.306808859721083,0.16078753076292,0.00410172272354389,0.142739950779327,0.131255127153404,0.165709598031173,2
"62",0.0372670807453416,0.322981366459627,0.17184265010352,0.0041407867494824,0.149068322981366,0.142857142857143,0.17184265010352,2
"63",0.0646258503401361,0.241496598639456,0.268707482993197,0,0.159863945578231,0.112244897959184,0.153061224489796,2
"64",0.0707070707070707,0.282828282828283,0.181818181818182,0.00505050505050505,0.227272727272727,0.0606060606060606,0.171717171717172,2
"65",0.136465324384787,0.217002237136465,0.306487695749441,0.00671140939597315,0.0827740492170022,0.087248322147651,0.16331096196868,2
"66",0.139303482587065,0.225538971807629,0.275290215588723,0.00497512437810945,0.0779436152570481,0.145936981757877,0.131011608623549,2
"67",0.0942307692307692,0.276923076923077,0.230769230769231,0.00769230769230769,0.103846153846154,0.142307692307692,0.144230769230769,2
"68",0.0128205128205128,0.305128205128205,0.169230769230769,0,0.184615384615385,0.0923076923076923,0.235897435897436,2
"69",0.110294117647059,0.196078431372549,0.215686274509804,0.00980392156862745,0.0833333333333333,0.0661764705882353,0.318627450980392,2
"70",0.0560747663551402,0.11214953271028,0.271028037383178,0.00934579439252336,0.177570093457944,0.0280373831775701,0.345794392523364,3
"71",0.0273972602739726,0.305936073059361,0.251141552511416,0.0045662100456621,0.127853881278539,0.114155251141553,0.168949771689498,2
"72",0.0574712643678161,0.281609195402299,0.270114942528736,0,0.132183908045977,0.120689655172414,0.137931034482759,2
"73",0,0.20952380952381,0.20952380952381,0,0.295238095238095,0.019047619047619,0.266666666666667,3
"74",0.0178571428571429,0.125,0.169642857142857,0,0.285714285714286,0.0178571428571429,0.383928571428571,3
"75",0,0.219512195121951,0.207317073170732,0,0.207317073170732,0.0121951219512195,0.353658536585366,3
"76",0,0.208695652173913,0.0956521739130435,0,0.321739130434783,0.0173913043478261,0.356521739130435,3
"77",0.027027027027027,0.342342342342342,0.144144144144144,0,0.0855855855855856,0.279279279279279,0.121621621621622,2
"78",0,0.5,0,0,0.166666666666667,0,0.333333333333333,2
