,NTACode,NTAName,Households,pct_0_25k,pct_25k_50k,pct_50k_75k,pct_75k_100k,pct_100k_125k,pct_125k_150k,pct_> 150k,MeanLifeExp,price_1,price_2,price_3,price_4,MISSING
10,BK75,Bedford,26135,0.35041132580830303,0.19977042280466809,0.1467763535488808,0.08773675148268606,0.059192653529749374,0.046986799311268417,0.10912569351444423,77.60588235294121,0.44525547445255476,0.2846715328467153,0.0,0.0,0.27007299270072993
11,BK35,Stuyvesant Heights,25660,0.32665627435697586,0.20759937646141852,0.13838659392049882,0.10771628994544036,0.07365549493374902,0.05175370226032736,0.09423226812159002,76.96111111111111,0.40298507462686567,0.2462686567164179,0.007462686567164179,0.0,0.34328358208955223
12,BK79,Ocean Hill,13004,0.3833435865887419,0.2535373731159643,0.1605659796985543,0.07974469394032606,0.04936942479237158,0.029606274992310062,0.043832666871731776,74.82222222222224,0.2972972972972973,0.21621621621621623,0.0,0.0,0.4864864864864865
13,BK61,Crown Heights North,43928,0.33862229102167185,0.2181751957749044,0.1535922418503005,0.09663540338736114,0.06531141868512111,0.04855672919322528,0.07910672008741577,77.82592592592592,0.2827868852459016,0.3442622950819672,0.004098360655737705,0.004098360655737705,0.36475409836065575
14,BK63,Crown Heights South,15110,0.27200529450694905,0.23487756452680345,0.199867637326274,0.1156849768365321,0.07776307081403044,0.037789543348775635,0.06201191264063534,79.95555555555556,0.4339622641509434,0.24528301886792453,0.018867924528301886,0.018867924528301886,0.2830188679245283
15,BK96,Rugby-Remsen Village,20724,0.28836132020845395,0.23750241266164834,0.1734221192819919,0.11812391430225826,0.06847133757961782,0.048253232966608765,0.06586566299942098,78.48823529411764,0.3898305084745763,0.2033898305084746,0.0,0.01694915254237288,0.3898305084745763
16,BK93,Starrett City,6485,0.4956052428681573,0.256437933693138,0.16283731688511952,0.04302235929067078,0.027602158828064764,0.006322282189668465,0.008172706245181188,76.3,0.7,0.3,0.0,0.0,0.0
17,BK91,East Flatbush-Farragut,18443,0.21444450469012635,0.2583093856747817,0.19015344575177573,0.13235373854578972,0.08686222415008404,0.05443799815648213,0.06343870303096026,79.55555555555556,0.49122807017543857,0.14035087719298245,0.017543859649122806,0.0,0.3508771929824561
18,BK78,Bushwick South,26616,0.3494514577697625,0.2075819056206793,0.1529906822963631,0.10174331229335737,0.0686429215509468,0.04422152088969041,0.07536819957920048,77.67368421052632,0.3897058823529412,0.3161764705882353,0.0,0.007352941176470588,0.2867647058823529
19,BK77,Bushwick North,19367,0.2900294315072029,0.20741467444622294,0.16951515464449834,0.1061083286001962,0.0841637837558734,0.05344142097382145,0.08932720607218464,80.09166666666665,0.3464566929133858,0.32677165354330706,0.007874015748031496,0.0,0.3188976377952756
20,BK46,Ocean Parkway South,6855,0.2641867250182349,0.2037928519328957,0.15302698760029174,0.09204959883296863,0.07964989059080962,0.037199124726477024,0.1700948212983224,82.16250000000002,0.29411764705882354,0.23529411764705882,0.058823529411764705,0.0,0.4117647058823529
21,BK68,Fort Greene,12863,0.242322941770971,0.17647516131540075,0.1303739407603203,0.11676902744305373,0.08310658477804556,0.05107673171110939,0.19987561222109929,79.16,0.33043478260869563,0.46956521739130436,0.043478260869565216,0.0,0.1565217391304348
22,BK30,Dyker Heights,14720,0.2451086956521739,0.2045516304347826,0.17880434782608695,0.0999320652173913,0.09144021739130437,0.053125,0.12703804347826084,82.48235294117647,0.4307692307692308,0.2923076923076923,0.03076923076923077,0.0,0.24615384615384617
23,BK23,West Brighton,8401,0.3772169979764314,0.2130698726342102,0.14879181049875015,0.11451017735983812,0.05094631591477205,0.03166289727413403,0.06380192834186406,81.66666666666667,0.375,0.25,0.125,0.0,0.25
24,BK85,East New York (Pennsylvania Ave),10270,0.4425511197663096,0.21012658227848105,0.14586173320350534,0.0813047711781889,0.04440116845180137,0.03135345666991236,0.04440116845180137,75.775,0.6190476190476191,0.047619047619047616,0.0,0.0,0.3333333333333333
25,BK27,Bath Beach,11204,0.2383970010710461,0.2006426276329882,0.16663691538736167,0.12245626561942165,0.09505533737950732,0.05703320242770439,0.11977865048197073,81.7181818181818,0.3018867924528302,0.41509433962264153,0.018867924528301886,0.0,0.2641509433962264
26,BK28,Bensonhurst West,30079,0.2449217061737425,0.2479470727085342,0.15509159214069618,0.12287642541307887,0.07184414375477909,0.04857209348715049,0.10874696632201868,82.25,0.441340782122905,0.2737430167597765,0.00558659217877095,0.0,0.27932960893854747
27,BK73,North Side-South Side,23862,0.19256558544966887,0.1673371888358059,0.1136535076690973,0.10585868745285393,0.08871846450423268,0.0703210124884754,0.2615455535998659,80.35454545454544,0.20103092783505155,0.5025773195876289,0.04896907216494845,0.005154639175257732,0.2422680412371134
28,BK81,Brownsville,21467,0.5556435459076723,0.21614571202310526,0.1139889132156333,0.05221968602972003,0.030977779848139007,0.014440769553267806,0.016583593422462385,74.92666666666669,0.38461538461538464,0.12307692307692308,0.0,0.0,0.49230769230769234
29,BK34,Sunset Park East,19625,0.3005859872611465,0.2703694267515924,0.1707515923566879,0.11923566878980893,0.05712101910828025,0.028738853503184718,0.05319745222929936,80.99333333333333,0.4163265306122449,0.24081632653061225,0.012244897959183673,0.0,0.3306122448979592
30,BK60,Prospect Lefferts Gardens-Wingate,26574,0.2743659215774817,0.24712124633100024,0.17118235869647022,0.1167306389704222,0.06438624219161586,0.04432904342590502,0.08188454880710469,80.10588235294117,0.3732394366197183,0.2887323943661972,0.007042253521126761,0.0,0.33098591549295775
31,BK21,Seagate-Coney Island,11236,0.4789070843716625,0.20336418654325386,0.12878248487006053,0.06327874688501246,0.0571377714489142,0.02135991456034176,0.04716981132075472,76.39999999999998,0.48,0.24,0.0,0.0,0.28
32,BK40,Windsor Terrace,9260,0.14049676025917926,0.11943844492440606,0.13336933045356372,0.13747300215982722,0.1265658747300216,0.08628509719222463,0.25637149028077755,81.61666666666666,0.3137254901960784,0.47058823529411764,0.0,0.0,0.21568627450980393
33,BK64,Prospect Heights,9419,0.14555685316912625,0.14322114874190467,0.11360016986941288,0.11115829705913577,0.09618855504830663,0.09608238666525107,0.2941925894468627,79.7,0.2727272727272727,0.5,0.06363636363636363,0.0,0.16363636363636364
34,BK50,Canarsie,28895,0.20228413220280325,0.20079598546461325,0.16189652188960027,0.1488838899463575,0.11202630212839593,0.06052950337428621,0.1135836649939436,79.0133333333333,0.5,0.17073170731707318,0.012195121951219513,0.0,0.3170731707317073
35,BK42,Flatbush,38532,0.25443786982248523,0.2270061247794041,0.19163292847503371,0.11974462784179385,0.07463926087407867,0.03913630229419703,0.09340288591300737,80.30769230769229,0.43005181347150256,0.29015544041450775,0.015544041450777202,0.0,0.26424870466321243
36,BK58,Flatlands,23087,0.1578810586044094,0.18867761077662756,0.1697492095118465,0.15359293108675878,0.11396023736301815,0.07047256031532897,0.14566639234201065,80.59599999999998,0.33783783783783783,0.33783783783783783,0.05405405405405406,0.013513513513513514,0.25675675675675674
37,BK32,Sunset Park West,16677,0.2761288001439108,0.2324758649637225,0.16363854410265635,0.1098518918270672,0.08652635366073035,0.035258139953229,0.0961204053486838,80.69285714285714,0.47,0.21,0.0,0.0,0.32
38,BK37,Park Slope-Gowanus,31067,0.09376508835742106,0.0933466379116104,0.10058904947371808,0.11613609296037596,0.10763833006083626,0.08024592010815335,0.4082788811278849,81.965,0.2792022792022792,0.4928774928774929,0.037037037037037035,0.005698005698005698,0.18518518518518517
39,BK82,East New York,33393,0.38328392178001375,0.2382535261881233,0.14005929386398347,0.09720600125774864,0.05722756266283353,0.03120414458119965,0.052765549666097686,75.52799999999998,0.46,0.21,0.0,0.0,0.33
40,BK83,Cypress Hills-City Line,14481,0.2927284027346177,0.22298183827083765,0.2122781575858021,0.11269939921276155,0.05365651543401699,0.04578413093018438,0.059871555831779576,78.64999999999998,0.5416666666666666,0.16666666666666666,0.041666666666666664,0.0,0.25
41,BK31,Bay Ridge,33320,0.19774909963985596,0.1891056422569028,0.16236494597839135,0.11365546218487395,0.0914765906362545,0.075,0.1706482593037215,81.1111111111111,0.31521739130434784,0.45652173913043476,0.028985507246376812,0.007246376811594203,0.19202898550724637
42,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,26150,0.2538049713193117,0.20260038240917785,0.15162523900573613,0.1082982791586998,0.09116634799235182,0.06470363288718929,0.12780114722753347,80.48888888888888,0.28688524590163933,0.4426229508196721,0.08196721311475409,0.01639344262295082,0.1721311475409836
43,BK19,Brighton Beach,14557,0.39582331524352543,0.18527169059558976,0.15875523802981384,0.06800851823864808,0.046781617091433685,0.03579034141650065,0.10956927938448856,80.6111111111111,0.3793103448275862,0.29310344827586204,0.06896551724137931,0.017241379310344827,0.2413793103448276
44,BK90,East Williamsburg,16075,0.2840435458786936,0.16572317262830485,0.12367029548989115,0.11657853810264385,0.08740279937791602,0.06506998444790046,0.1575116640746501,80.32,0.32727272727272727,0.4121212121212121,0.012121212121212121,0.0,0.24848484848484848
45,BK09,Brooklyn Heights-Cobble Hill,11115,0.11506972559604138,0.10805218173639226,0.0699055330634278,0.11075123706702654,0.0937471884840306,0.07557354925775979,0.4269005847953216,84.71666666666665,0.29896907216494845,0.4742268041237113,0.061855670103092786,0.0,0.16494845360824742
46,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,18161,0.20252188756125766,0.11833048840922855,0.09746159352458564,0.0861736688508342,0.09173503661692638,0.06844336765596608,0.3353339573812015,79.24,0.2534722222222222,0.4548611111111111,0.020833333333333332,0.003472222222222222,0.2673611111111111
47,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16591,0.12524862877463686,0.16882647218371405,0.1407992284973781,0.14465674160689532,0.122958230365861,0.08576939304442167,0.211741305527093,82.42105263157895,0.36923076923076925,0.3076923076923077,0.07692307692307693,0.0,0.24615384615384617
48,BK33,Carroll Gardens-Columbia Street-Red Hook,18140,0.197574421168688,0.10650496141124588,0.1033627342888644,0.08638368246968027,0.07943770672546857,0.06488423373759647,0.3618522601984565,80.35454545454544,0.2922077922077922,0.4935064935064935,0.01948051948051948,0.006493506493506494,0.18831168831168832
49,BK76,Greenpoint,16223,0.200209578992788,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.1826419281267337,80.16363636363639,0.29508196721311475,0.4371584699453552,0.03278688524590164,0.01092896174863388,0.22404371584699453
